,bias,mse,rmse,mae,mape,r
off-off,1.2383704559411515,3.5778328772691537,1.891516026172962,1.4759120976926798,0.28286544477871517,0.5431840353099082
off-tiedtke,1.1089215352666058,2.2130961073546573,1.4876478438644871,1.2441764416104555,0.2600000157650096,0.8260202626082089
thompson-tiedtke,0.328559944640902,0.6619886381571326,0.8136268420824946,0.6447277559780448,0.16413936624996386,0.9240458448861532
off-ntiedtke,0.12318723448695795,3.1299037695911642,1.7691534047648791,1.2683499777190168,0.30172607840796745,0.7366888068105641
thompson-off,0.4673235587602809,0.7707814279031701,0.8779415857009907,0.6754506320153473,0.18062064334481312,0.9257170470794389
wsm6-kain_fritsch,0.06031850806656051,1.1757862003100321,1.084336755952703,0.8524960687517131,0.20680541961471258,0.8933378583444642
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,0.2553510121295004,0.9162045684077927,0.9571857543903339,0.7621063712447101,0.20417551798340447,0.9161334222091322
thompson-grell_freitas,0.4000085324196729,0.8305052723895182,0.9113206199738477,0.69498565058275,0.1899666140366978,0.9204631069061782
kessler-tiedtke,0.3532009282562949,0.8333722519254598,0.9128922455172132,0.743956802672142,0.1796940284406797,0.9156519214977216
wsm6-tiedtke,0.23194122931034852,0.7217372372939083,0.8495511975707575,0.6742145956457644,0.17058640731479613,0.9198357614615146
wsm6-off,0.37235441358117444,0.7708063804729349,0.8779557964231086,0.6726727099617639,0.18165388296777016,0.9257360912871062
thompson-ntiedtke,0.3732290582673401,0.7301043012274736,0.8544614100282549,0.6506661897403972,0.1769408036814268,0.9261233561017724
kessler-off,0.3838815388000079,0.8911774955549169,0.9440219783219652,0.7640037975438014,0.1931497311960032,0.9174168967935745
thompson-kain_fritsch,0.3494760178675436,0.8493829705863497,0.9216197537956474,0.7158586498098652,0.1789233986265709,0.9010337203862103
kessler-grell_freitas,0.4671245141982021,0.8984066365684645,0.9478431497713451,0.7208876519400591,0.1960305184381658,0.9188576171707941
wsm6-ntiedtke,0.3329170647697996,0.7082261586285469,0.8415617378591703,0.6550662709329366,0.1782921547962362,0.930853573842184
kessler-ntiedtke,0.09527880891442242,1.1431625622093027,1.0691878049291914,0.8654366350676727,0.21565251170691443,0.9055516152060392
off-grell_freitas,1.5851746299667633,4.281810419625151,2.069253589975175,1.603811848522786,0.3066238401244071,0.6889229619426845
