,bias,mse,rmse,mae,mape,r
off-off,-1.3832231814336253,11.329218310947766,3.3658904187373313,2.361899580657987,0.2508275695177998,0.9815960498716326
off-tiedtke,-1.5135115973496072,9.52726951498155,3.0866275309764135,2.2215772600841217,0.22577666966041185,0.9906929318983695
thompson-tiedtke,-0.6753742512930564,11.250722251710137,3.3542096314497303,2.6174418251840623,0.27377749685650127,0.9655424643480922
off-ntiedtke,-2.623259256086107,35.04412691615274,5.919808013453878,4.077960193629545,0.31250679099126377,0.9083503807852494
thompson-off,-0.6481999471518783,11.594687554335247,3.4050972899955805,2.5892683524851514,0.25342982489839033,0.9612278650283872
wsm6-kain_fritsch,-0.21484302221936044,9.260163643550698,3.043051699125517,2.288540294650709,0.2286582987233455,0.96665398785105
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,-0.39494601699585924,10.389405184103193,3.223260024277159,2.454001815067637,0.2361774845572736,0.9637775581563129
thompson-grell_freitas,-0.9039287985646093,12.565435668928968,3.5447758277398824,2.7629072720812293,0.2661846245726303,0.9622229221475811
kessler-tiedtke,-1.7163503978535057,13.952605225560541,3.7353186243693512,2.8200999836570646,0.2897024734540147,0.9882210658293824
wsm6-tiedtke,-0.39640081471586325,10.98151469615913,3.313836854185663,2.520760496503209,0.25565887100005863,0.962087303568894
wsm6-off,-0.44764116830511663,10.854611443686423,3.294633734375708,2.4826687503548075,0.232683051706289,0.9615917006642561
thompson-ntiedtke,-0.9883070312792542,14.125758397546647,3.7584249889477173,2.882174401756901,0.26991445497842226,0.9564727024145958
kessler-off,-1.5637704380587758,12.173896742922858,3.4891111680373355,2.5822146570883184,0.26619951831809874,0.9849790686867915
thompson-kain_fritsch,-0.6626802480581014,9.806714379782049,3.1315673998466087,2.436268135621474,0.2369593832980478,0.9695325565765813
kessler-grell_freitas,-1.496332863155504,13.329384226631964,3.650942922949079,2.661466954689753,0.26887435661825,0.97769454093964
wsm6-ntiedtke,-0.8622267213984713,13.224566177214436,3.6365596622652068,2.777036163459112,0.2607109211110678,0.9581433588001128
kessler-ntiedtke,-1.7942686369482324,17.006529208217316,4.123897332405029,2.9462540589552133,0.27907046612857467,0.9690551464806726
off-grell_freitas,-1.9930281275057578,16.63421497419278,4.078506463669364,2.825200523961559,0.27443876933779854,0.9825719864389025
