,bias,mse,rmse,mae,mape,r
off-off,0.4347982188718685,0.889930983841364,0.9433615340055815,0.7790367852997759,1.939952673009919,0.2919951071904775
off-tiedtke,0.2811738323350429,0.619141413911042,0.7868553958072868,0.6379806965344054,1.5226393737209356,0.4211957420691831
thompson-tiedtke,-0.055006247942894625,0.5179902212579103,0.7197153751712619,0.6088488206172523,2.0849312113979583,0.5809764222333026
off-ntiedtke,-0.2846124367557701,0.9287483838447931,0.9637159248683157,0.6848330116161105,2.8296489241836134,0.4265302130118564
thompson-off,0.3590831110069093,1.4772861065579939,1.2154365909244274,0.9654495788399738,3.3165153330238994,0.4543034419022686
wsm6-kain_fritsch,0.10067371108254831,0.8077465464906117,0.8987472094480248,0.743344506819304,3.080123536740801,0.6007575096235059
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,0.0014009576248690352,1.006403413288987,1.00319659752662,0.8255679932945038,2.8993948978502098,0.6345005482276408
thompson-grell_freitas,0.05305203729188507,1.4562403896897405,1.2067478567164478,0.993731477262386,3.4646843533558958,0.3992310265529514
kessler-tiedtke,0.5102920718169149,0.9409046155100419,0.9700023791259699,0.7710998087359519,2.1840664858312526,0.5093851271107732
wsm6-tiedtke,-0.1532175919133563,0.48037375917724595,0.6930900079912031,0.5722645501088707,2.2347571439702727,0.6202597236771706
wsm6-off,0.2368972332130075,1.0951050662108743,1.046472678196079,0.8595420764850905,2.8261358305546302,0.5111288438802114
thompson-ntiedtke,-0.2289825886875819,0.7018455523700675,0.837762229018513,0.7089683979832669,2.622390366622942,0.6095526566575699
kessler-off,0.6437450931750316,1.8895946977767946,1.374625293589782,1.064902473441406,3.2883672012723792,0.3431726508778224
thompson-kain_fritsch,0.02977100692085546,0.8696990152434405,0.9325765465866277,0.7492467764917125,3.0733531003258494,0.5082857285756109
kessler-grell_freitas,0.3940505792459407,1.7378039398405007,1.3182579185578598,1.0894605085069398,3.3287307455694126,0.35848520534754247
wsm6-ntiedtke,-0.2962037305659893,0.6318000226521673,0.7948584922186888,0.662654435333829,2.5211717889545597,0.6649654094377953
kessler-ntiedtke,-0.040661417357009684,0.6193880668793527,0.7870121135531223,0.671840648805312,2.3497246363882325,0.5812469460994284
off-grell_freitas,0.15933938738802952,0.5941673758258214,0.7708225319915223,0.600722776863845,1.7440176911087015,0.457669107359855
