,bias,mse,rmse,mae,mape,r
off-off,-0.2960151824353228,2.4016116859198857,1.5497134205781034,1.2980279865920556,6.281881089105343,0.2882126511238273
off-tiedtke,-0.17072204915165204,1.8357163067846194,1.3548860862761192,1.1190461206550955,5.475921345211115,0.5213820671846551
thompson-tiedtke,-0.10666768979835102,0.12381858596936735,0.35187865233538584,0.27611147785249884,1.2254150655094034,0.9830151541265392
off-ntiedtke,-0.056315052844635505,0.5126403828225282,0.7159890940667519,0.5683678987748345,3.3963435057499716,0.8965729990605784
thompson-off,-0.1997553607444081,0.21719294415581333,0.4660396379663572,0.37975692680553913,1.6100749924617903,0.9720974526422239
wsm6-kain_fritsch,-0.047356895863195476,0.19720349436772253,0.44407600066624014,0.36068442457608035,1.597014059423152,0.9809336145470688
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
wsm6-grell_freitas,-0.07744107142832606,0.23831353076329034,0.48817366865009254,0.4092132762588772,1.6263724332430964,0.9781653528326456
thompson-grell_freitas,-0.19852996086463434,0.19645975671959626,0.44323781057079986,0.35330769282080965,1.4677591570663016,0.9760578958038648
kessler-tiedtke,-0.04919079109390656,0.12185748188693253,0.34908091022989574,0.29786708961910996,1.8084922400259653,0.9772922467316629
wsm6-tiedtke,-0.08665020082564477,0.12330936294449295,0.35115432924071,0.26888107077185824,1.2817063206198445,0.9838064349784311
wsm6-off,-0.11011863563470291,0.2062264873257987,0.4541216657744912,0.3704098662802095,1.5186645611489045,0.9755631449893007
thompson-ntiedtke,-0.202805122387376,0.15468040319793916,0.393294295913301,0.2924439331750084,1.2233356765301155,0.9809167205615242
kessler-off,-0.0014577460335348607,0.1916682012279141,0.4377992704743969,0.334922398869722,1.214688257431176,0.9618915895730737
thompson-kain_fritsch,-0.16315483313984994,0.16985670570693703,0.4121367560736812,0.33642955563704025,1.269304199440089,0.9765867351860826
kessler-grell_freitas,0.027976639118691516,0.16100263510406643,0.40125133657604983,0.29462243399052124,1.3907475464255137,0.9684478104084241
wsm6-ntiedtke,-0.17795621339384127,0.14302437019585115,0.37818562928256694,0.2833628675214087,1.333568014093317,0.9829387058073898
kessler-ntiedtke,0.1073928184711539,0.2821674981651246,0.5311944071289951,0.4350655867148218,2.3653346970359057,0.9584901150219122
off-grell_freitas,-0.36324901845277985,2.0426488400490483,1.4292126643887004,1.205198680231101,5.6091610697775875,0.48267050402713113
