,bias,mse,rmse,mae,mape,r
off-off,0.06766283218454387,61.01033474734361,7.81091126228839,6.196811197915344,0.8153229746174109,0.7539360427544145
off-tiedtke,-0.10365775499026016,58.47423935357161,7.646845058818154,6.03328098374985,0.8004994605713248,0.7652995719013973
thompson-tiedtke,-0.2138506261549921,46.076732602050676,6.787984428536255,5.427977148686925,0.7657560827696542,0.824569390330282
off-ntiedtke,-0.706371759277737,48.93922306612324,6.995657443451847,5.47677188786836,0.7421399669077186,0.8111978249634009
thompson-off,-0.24119716344526307,44.97286255159636,6.7061809214780626,5.511311035928301,0.7918334166860204,0.828530564127013
wsm6-kain_fritsch,-0.12977876507991565,43.06262206700469,6.56221167496178,5.275931768600756,0.7528582324896962,0.8367196753224045
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
wsm6-grell_freitas,-0.4936170588884768,41.47596773515281,6.440183827745354,5.183038610941936,0.7207092669623819,0.8445258782493629
thompson-grell_freitas,-0.3878970229896416,45.89464853991959,6.774558918477245,5.528429513992364,0.7948256551727289,0.8238308813217187
kessler-tiedtke,-0.29601242404093536,44.04260118710303,6.6364599891134,5.203714650349168,0.7359406286417073,0.8328965171831778
wsm6-tiedtke,-0.09376451534580306,45.668009637008105,6.757811009269799,5.275998354444103,0.7519485947809111,0.8259581648206548
wsm6-off,-0.10658995906945128,43.804145103055056,6.61846999714096,5.416086634968096,0.7795651788453964,0.833756675176724
thompson-ntiedtke,-0.12437604777044271,43.82787414488606,6.6202623924498685,5.2675602653563365,0.749574565837107,0.8334349839748005
kessler-off,-0.26473905928333746,43.628702393081376,6.605202676154713,5.356796278294091,0.7914686313768708,0.8334355276768232
thompson-kain_fritsch,-0.1903311369673679,43.90437446615528,6.62603761430278,5.337837757929084,0.7565249325503833,0.8330818559924281
kessler-grell_freitas,-0.533002754973417,46.258590127033465,6.801366783745269,5.5013641938266495,0.7950396905734669,0.8216931907664076
wsm6-ntiedtke,-0.11489317590174265,43.93181162609606,6.628107695722517,5.256296127104205,0.7415255969344575,0.8337378009935316
kessler-ntiedtke,-0.05970330210515092,45.48030775292286,6.74390893717604,5.234018162169543,0.7442130704238018,0.8247946908762588
off-grell_freitas,-0.055244809189069266,55.88412270184381,7.4755683865405045,5.898370501284275,0.8024066605279851,0.7771888516430172
