,bias,mse,rmse,mae,mape,r
off-off,5.010445724882505,50.742659862861956,7.123388229126779,5.859399023009808,1.0280518174306763,0.7778866032379056
off-tiedtke,3.8118134464747446,43.27132767221886,6.578094532022085,5.322502598112364,0.931969734744513,0.7442351125902139
thompson-tiedtke,-0.23581019689440771,25.77936437483714,5.077338315971976,4.143235682178109,0.9587381824595482,0.7755731128605143
off-ntiedtke,1.0680927194441936,39.85481744420364,6.313067197821011,5.377463973960292,1.2113145584779461,0.6280459301778571
thompson-off,-0.3259954084113265,23.562511292574467,4.854123122931109,4.1956195306040955,0.9905015483992837,0.7985050622052278
wsm6-kain_fritsch,0.2612180030785746,28.55204914330048,5.343411751241007,4.415808259823831,1.0227370749665485,0.7531942767347195
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,-0.4199477779158996,23.915200558515597,4.890317020246806,4.1596516136166235,1.0389687131653031,0.7932053821198529
thompson-grell_freitas,-0.802672253955543,25.20910457076181,5.020866914265087,4.310290484540346,1.0631529916181484,0.7860514681887252
kessler-tiedtke,-1.070938660264455,37.831248266416075,6.150711200049639,5.205121107603326,1.1399054454730693,0.6530706777610163
wsm6-tiedtke,-0.2058400308093552,25.77766987629906,5.077171444446116,4.147323375062654,1.0152799248415554,0.7781287620551459
wsm6-off,-0.24021513085337817,23.397680833171478,4.837114928670961,4.146169795754547,0.9734892680226491,0.7974707629120689
thompson-ntiedtke,0.6649921904203396,30.60068963036782,5.531789008120955,4.6658409469946145,1.0406506714982255,0.7281291482858634
kessler-off,-1.1629608514031864,36.29736824818058,6.024729724077304,5.08890443663272,1.1068465445072133,0.6738965878306797
thompson-kain_fritsch,0.20847548926336304,30.735332595202994,5.543945580108358,4.656008212538845,1.0332422543094506,0.7302419666070692
kessler-grell_freitas,-0.9819422606810706,36.688002246847205,6.057062179542753,5.099969552746619,1.1743636714291021,0.6644429352259309
wsm6-ntiedtke,0.728118614647041,29.011778126994965,5.38625826775833,4.466447870272252,1.028174245808938,0.7467773217532566
kessler-ntiedtke,0.15244637864642982,37.53577543289335,6.126644712474631,5.189671420793766,1.1075128538442858,0.6428117359122131
off-grell_freitas,3.8924957333067223,42.50140485383488,6.519310151682836,5.388725782304434,0.9539931659422342,0.7621328305613476
