,bias,mse,rmse,mae,mape,r
off-off,4.180195229579736,22.44335674261808,4.737442004142961,4.311857698340797,6.384628455363508,0.3439397591353516
off-tiedtke,2.7614488861979622,14.161091587942545,3.763122584761563,3.368388576393922,6.5455910597616755,-0.06173799912982351
thompson-tiedtke,-0.00353839177472165,3.292722125524248,1.8145859377621794,1.3904569783490057,1.4297797988562406,0.7351291753388488
off-ntiedtke,0.8774073789440386,6.638277825632993,2.576485557039471,2.1897918678790482,6.613736743349988,0.25385713677295857
thompson-off,0.18113765156622072,1.8522888465919873,1.3609881875284544,1.0501675408220257,2.113525392394434,0.825293884074825
wsm6-kain_fritsch,0.5898418487059215,5.056131926554493,2.248584427268519,1.9329442198945077,8.100592408181784,0.6321000580725215
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,-0.03415996284201544,2.1894391043729486,1.4796753374889198,1.1199580705383405,3.623061431706207,0.8043954832483735
thompson-grell_freitas,-0.04738254190160061,2.180354842172983,1.4766024658563262,1.102344720524176,1.5978078014098556,0.8143616062558425
kessler-tiedtke,-0.8084857834746502,7.158387732736322,2.6755163488075198,2.042896154804534,6.0011458538861975,0.4246643108376331
wsm6-tiedtke,0.002835432344622616,2.9119911731860353,1.7064557343177804,1.4294785040322473,2.098519269415139,0.7934443813480891
wsm6-off,0.15891030364246064,1.3491505501388878,1.1615294013234825,0.8713222542238123,1.0798693812155407,0.8747161206124616
thompson-ntiedtke,0.7043327000999048,3.6219374581197585,1.9031388436264336,1.6537721255646736,4.317214519699756,0.6893990459947188
kessler-off,-0.6803850971222278,4.561517629793598,2.1357709684780337,1.5028597760302917,3.5173375896242285,0.6268877534264882
thompson-kain_fritsch,0.7469849921246626,5.338240726269109,2.3104633142010953,1.9732891769985113,5.782030200082879,0.6141511078805237
kessler-grell_freitas,-0.7040592851476029,4.788273907779522,2.1882124914595296,1.4281286542082545,2.8237569421311357,0.5953350204684709
wsm6-ntiedtke,0.715140142984244,3.44947248650857,1.8572755548137088,1.6466110655316317,5.547693239180332,0.7255414336898783
kessler-ntiedtke,-0.12161354853456419,5.565621267663033,2.3591568976358976,1.6853389246196855,2.2299642294472197,0.40253202269773086
off-grell_freitas,2.7777285854449407,14.24276614822054,3.7739589489315515,3.259647877297569,4.0023152261704835,-0.07451266565140896
