,bias,mse,rmse,mae,mape,r
off-off,-0.41734292330385153,0.2497245023267978,0.4997244263859811,0.43164866784005057,0.25824173497390507,0.8136832959320689
off-tiedtke,-0.34445188302503266,0.15836089263130745,0.397945841329329,0.35153015313073754,0.23145992330052478,0.8768351505258976
thompson-tiedtke,0.041407464316484656,0.11711928458776448,0.34222694895020245,0.30375997125035936,0.20420869552790366,0.7730627553378883
off-ntiedtke,0.0250244834663934,0.22993471155752668,0.47951507959346457,0.39466529087666263,0.28268950834949896,0.4532096131500908
thompson-off,0.04869350728243441,0.20449350952267084,0.4522095858367786,0.41246120978478823,0.27590470728884253,0.6201336793473674
wsm6-kain_fritsch,0.10174288992802549,0.1948248704286383,0.4413897035824899,0.3883922714674934,0.2659454981183696,0.6216860790588098
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,0.07574951119842471,0.24135377169718333,0.491277693058807,0.4420825179290242,0.30386238310921165,0.6062931527999673
thompson-grell_freitas,0.04094947822663817,0.23315497957114806,0.4828612425647228,0.43804416135681906,0.2953656506872262,0.5991527508190385
kessler-tiedtke,0.1289174033171826,0.2862329544529477,0.5350074340165263,0.42652000781970845,0.2669199482815885,0.6899261393988445
wsm6-tiedtke,0.06627170102304407,0.13230859003120757,0.3637424776283457,0.32448496131435506,0.21942825789990403,0.7583365617130627
wsm6-off,0.060727197902146,0.20245875381695252,0.4499541685738143,0.40617913531225486,0.2734328620595514,0.6350121179713633
thompson-ntiedtke,-0.05062345501667462,0.13948996540133798,0.3734835543920749,0.3277944786895049,0.21622706029314817,0.7162458573094809
kessler-off,0.13779591787302506,0.3567545622755537,0.5972893455232177,0.49798978110419495,0.3144591450010575,0.6036170302505667
thompson-kain_fritsch,-0.017665139301688393,0.11658746260173097,0.3414490629680084,0.3017321818177175,0.20319267275578154,0.6943494660360996
kessler-grell_freitas,0.07707951301790951,0.249773630113215,0.49977357884667634,0.4333571790784032,0.28061194788737853,0.6285438026817725
wsm6-ntiedtke,-0.05169376211360921,0.13128823531140457,0.3623371845552214,0.3191172621432588,0.2119005061098743,0.7286998553686191
kessler-ntiedtke,0.17561425185085197,0.3772946738621113,0.6142431716039758,0.5225504880335509,0.33517085589060835,0.5979938124595723
off-grell_freitas,-0.5050446287846742,0.30500176513474697,0.5522696489349628,0.5093897289290829,0.3215071035219445,0.8697028528134282
