,bias,mse,rmse,mae,mape,r
off-off,-0.8346518859268234,1.179784912255032,1.0861790424488182,0.8822967393164006,0.3493253504224765,0.9804528222861395
off-tiedtke,-1.1545584969617064,1.860858975973698,1.3641330492197958,1.158872518414843,0.3782020656115575,0.9773971615101329
thompson-tiedtke,0.42751866403355393,0.34348656613071077,0.586077269761173,0.4817228084037383,0.15028635636473123,0.9937830426058659
off-ntiedtke,-0.5690081796012045,4.507227735602183,2.123023253664967,1.7141203460194274,0.38294246612564153,0.8592171309659903
thompson-off,0.8384132736317392,1.3358004195828344,1.1557683243552033,0.9083825782271551,0.18639664436186695,0.9880267069323085
wsm6-kain_fritsch,1.0336149167188342,1.5791151028364723,1.2566284665072935,1.0418545888227912,0.2202161609005245,0.9901211178313256
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
wsm6-grell_freitas,1.1578156736986511,2.3209980412897653,1.5234822090493099,1.1894114059869565,0.2410241978391747,0.9862086667927072
thompson-grell_freitas,1.0460188470465421,1.841558336853465,1.3570402856413162,1.0711041382677642,0.22337635264909114,0.9876253420387154
kessler-tiedtke,-0.5310091342035267,1.1128332535193588,1.054909120976475,0.7590530183299439,0.1670978768885891,0.9684541320669905
wsm6-tiedtke,0.7579916509005074,0.8541095623568659,0.9241804814844695,0.7665367832793466,0.17960466468182223,0.9945763865303098
wsm6-off,0.9567840643465431,1.7329908804030911,1.3164311149479455,1.0042745480282207,0.2078257082039576,0.9849649028393704
thompson-ntiedtke,0.18057819950373308,0.512375946350376,0.7158044050928829,0.5712913120544169,0.13564179596865403,0.987925195429907
kessler-off,-0.11853761360684882,0.6410585705948862,0.8006613332707445,0.5853172685499789,0.13745499694536184,0.9735810495272982
thompson-kain_fritsch,0.9272724689027748,1.393612357460997,1.1805135990156983,0.949844852263014,0.18177186136687537,0.9908312839155295
kessler-grell_freitas,0.00542358211222053,0.604701983728908,0.7776258635930958,0.5449862741830014,0.1504311767148718,0.9742408646348807
wsm6-ntiedtke,0.30711092544692126,0.5036752951933194,0.7097008490859508,0.531870293875416,0.1109886405793657,0.9895144265075229
kessler-ntiedtke,-0.799135226263925,1.3623539011407793,1.167199169439723,0.8128799872015872,0.17846159537696812,0.9696254427371634
off-grell_freitas,-1.9575526857826346,4.799583513854736,2.190795178435158,1.9575526857826346,0.4861416978637359,0.9816545606264429
