,bias,mse,rmse,mae,mape,r
off-off,5.176938362134033,31.80359340052816,5.639467474906488,5.176938362134033,0.9375287983037787,0.7323684697180376
off-tiedtke,3.925207216117632,20.976132323427397,4.579970777573521,3.9537182853078465,0.6437227473795643,0.5090711150096293
thompson-tiedtke,0.04458359895914629,2.9020436295869225,1.7035385612268723,1.390243652404612,0.2962034647764751,0.8489494295464686
off-ntiedtke,1.4301244755761202,8.56586052918894,2.9267491401192793,2.504254063572172,0.4967218477023989,0.3439089376904672
thompson-off,0.1345994328731099,1.3208508931428737,1.149282773360357,0.9128409086513876,0.22215876922639613,0.9042506426355456
wsm6-kain_fritsch,0.5300466121281039,4.35823965810782,2.0876397337921646,1.7762030007741167,0.37765546648602805,0.7603744833748989
ERA5-ERA5,0.0,0.0,0.0,0.0,0.0,1.0
wsm6-grell_freitas,-0.06781400632190006,1.320648826707992,1.149194860199084,0.8828098392505005,0.1840443843747598,0.9023445458610786
thompson-grell_freitas,-0.04506786680590132,1.1580445992150048,1.0761248065233906,0.8101467110103356,0.1838708054838435,0.9154089019609761
kessler-tiedtke,-0.4112501490361111,7.39869383500665,2.7200540132516946,2.283190015376778,0.5748415432906976,0.5282386112180506
wsm6-tiedtke,-0.07717650380347689,2.925339328334795,1.7103623383174675,1.4184469293268913,0.3042087500579378,0.8663968850892093
wsm6-off,0.08471244910466852,1.013221889213125,1.0065892355937078,0.7950980743093498,0.18780883508819546,0.9271928600888846
thompson-ntiedtke,0.8129908416903954,3.6812599328322206,1.9186609739170233,1.6558405275623833,0.3190901368478952,0.7775968281800537
kessler-off,-0.3741763274414666,4.847236907132966,2.2016441372603714,1.7453950379298682,0.4368239802519258,0.6460316730318205
thompson-kain_fritsch,0.8125292261005295,4.821479204587394,2.195786693781387,1.9263456386373237,0.41300259071682516,0.7529382879475899
kessler-grell_freitas,-0.15772953449543786,3.8255102481940235,1.9558911647108648,1.4677682628973836,0.35797315445127015,0.7031226980686343
wsm6-ntiedtke,0.8124311693807186,3.4596639516743006,1.86001719123085,1.5907686973720356,0.31643172051236873,0.8062037684487869
kessler-ntiedtke,0.44898865461451737,6.494868751561107,2.548503237502575,2.243920432616713,0.47280127296585867,0.46392928357309676
off-grell_freitas,3.9151695706879655,21.00168279046596,4.582759298770334,3.916921682812923,0.6203121921861116,0.4565367967060619
