,u10,Az,Ae,Kz,Ke,Ca,Ce,Ck,Ge,distance,minimum presure,windspeed,precip,v10,mean
thompson_ntiedtke,0.0,1.0,0.6274848048683206,0.7881843243774603,0.544745763575709,1.0,1.0,0.0,1.0,0.2481876233813085,0.3043382514864567,0.0046648408562477,0.0,0.0,0.46554325775325023
thompson_tiedtke,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3958143058077146,0.0,0.0,1.0,1.0,1.0,0.45684387898626533
wsm6_ntiedtke,0.0126678123195743,0.4290140841566195,1.0,0.0,1.0,0.8752122042145305,0.6890039996264947,0.9388297873398358,0.0,1.0,0.2392820964545254,0.0,0.1522229842137301,0.0347132053534991,0.4550675838342007
