,lon,lat,min,distance
2004-03-21 01:00:00,-44.68468475341797,-22.319711685180664,812.3308715820312,598.5105915625879
2004-03-21 02:00:00,-44.68468475341797,-22.319711685180664,812.705078125,598.5105915625879
2004-03-21 03:00:00,-44.68468475341797,-22.319711685180664,812.7117919921875,606.1674000710686
2004-03-21 04:00:00,-44.68468475341797,-22.319711685180664,811.806396484375,606.1674000710686
2004-03-21 05:00:00,-44.68468475341797,-22.319711685180664,811.0914916992188,614.7658638780515
2004-03-21 06:00:00,-44.68468475341797,-22.319711685180664,810.7432861328125,614.7658638780515
2004-03-21 07:00:00,-44.68468475341797,-22.319711685180664,810.6751708984375,624.2670454885114
2004-03-21 08:00:00,-44.68468475341797,-22.319711685180664,810.5430297851562,634.6303704470707
2004-03-21 09:00:00,-44.68468475341797,-22.319711685180664,811.3228149414062,670.4104673154031
2004-03-21 10:00:00,-44.68468475341797,-22.319711685180664,811.6229858398438,681.9173582844068
2004-03-21 11:00:00,-44.68468475341797,-22.319711685180664,812.2789916992188,681.9173582844068
2004-03-21 12:00:00,-44.68468475341797,-22.319711685180664,812.8202514648438,694.1495440869517
2004-03-21 13:00:00,-44.68468475341797,-22.319711685180664,813.343994140625,707.0693425192961
2004-03-21 14:00:00,-44.68468475341797,-22.319711685180664,813.4865112304688,743.6936442707572
2004-03-21 15:00:00,-44.68468475341797,-22.319711685180664,812.8914184570312,780.3393513421782
2004-03-21 16:00:00,-44.68468475341797,-22.319711685180664,813.03076171875,808.602818381414
2004-03-21 17:00:00,-44.68468475341797,-22.319711685180664,812.1779174804688,830.9768178212584
2004-03-21 18:00:00,-44.68468475341797,-22.319711685180664,811.4271850585938,882.3212230449864
2004-03-21 19:00:00,-44.68468475341797,-22.319711685180664,811.7206420898438,919.1499212547752
2004-03-21 20:00:00,-44.68468475341797,-22.319711685180664,812.0744018554688,955.9548555053989
2004-03-21 21:00:00,-44.68468475341797,-22.319711685180664,812.330322265625,971.0830182237873
2004-03-21 22:00:00,-44.68468475341797,-22.319711685180664,813.2665405273438,1007.8976971139921
2004-03-21 23:00:00,-44.68468475341797,-22.319711685180664,813.7919311523438,1051.3579433273846
2004-03-22 00:00:00,-44.68468475341797,-22.319711685180664,814.0692749023438,1088.0120988150763
2004-03-22 01:00:00,-44.68468475341797,-22.319711685180664,814.48291015625,1124.6385948124855
2004-03-22 02:00:00,-44.68468475341797,-22.319711685180664,814.1674194335938,1139.555341494051
2004-03-22 03:00:00,-44.68468475341797,-22.319711685180664,814.1143188476562,1176.1797606239852
2004-03-22 04:00:00,-44.68468475341797,-22.319711685180664,813.8234252929688,1176.1797606239852
2004-03-22 05:00:00,-44.68468475341797,-22.319711685180664,813.6367797851562,1212.7693249137908
2004-03-22 06:00:00,-44.68468475341797,-22.319711685180664,813.2703247070312,1212.7693249137908
2004-03-22 07:00:00,-44.68468475341797,-22.319711685180664,813.7474975585938,1249.3229686744107
2004-03-22 08:00:00,-44.68468475341797,-22.319711685180664,814.2214965820312,1264.6185797793999
2004-03-22 09:00:00,-44.68468475341797,-22.319711685180664,814.4061889648438,1264.6185797793999
2004-03-22 10:00:00,-44.68468475341797,-22.319711685180664,814.6927490234375,1280.2115829754694
2004-03-22 11:00:00,-44.68468475341797,-22.319711685180664,815.5675659179688,1280.2115829754694
2004-03-22 12:00:00,-44.68468475341797,-22.319711685180664,816.1057739257812,1296.0911846036342
2004-03-22 13:00:00,-44.68468475341797,-22.319711685180664,816.1365356445312,1296.0911846036342
2004-03-22 14:00:00,-44.68468475341797,-22.319711685180664,816.3783569335938,1296.0911846036342
2004-03-22 15:00:00,-44.68468475341797,-22.319711685180664,816.1402587890625,1275.7166761776507
2004-03-22 16:00:00,-44.68468475341797,-22.319711685180664,815.5880737304688,1275.7166761776507
2004-03-22 17:00:00,-44.68468475341797,-22.319711685180664,815.0965576171875,1255.6204029168787
2004-03-22 18:00:00,-44.68468475341797,-22.319711685180664,814.9318237304688,1235.8158648753692
2004-03-22 19:00:00,-44.68468475341797,-22.319711685180664,814.71044921875,1216.3172381138995
2004-03-22 20:00:00,-44.68468475341797,-22.319711685180664,814.6116333007812,1216.3172381138995
2004-03-22 21:00:00,-44.68468475341797,-22.319711685180664,815.055908203125,1197.1393952006847
2004-03-22 22:00:00,-44.68468475341797,-22.319711685180664,815.525390625,1197.1393952006847
2004-03-22 23:00:00,-44.68468475341797,-22.319711685180664,816.032958984375,1197.1393952006847
2004-03-23 00:00:00,-44.68468475341797,-22.319711685180664,816.1958618164062,1179.7224544052644
