Time,1000.0,2000.0,3000.0,5000.0,7000.0,10000.0,12500.0,15000.0,17500.0,20000.0,22500.0,25000.0,30000.0,35000.0,40000.0,45000.0,50000.0,55000.0,60000.0,65000.0,70000.0,75000.0,77500.0,80000.0,82500.0,85000.0,87500.0,90000.0,92500.0,95000.0,97500.0,100000.0
2004-03-24 06:00:00,130.66458,62.48716,31.46238,14.772248,31.171919,89.515396,172.43683,225.11273,277.78864,238.08922,183.9846,110.959274,74.08865,53.206818,40.62123,28.035648,20.091463,17.097685,16.517056,16.5587,16.600346,15.922843,15.3401985
2004-03-24 07:00:00,139.93472,70.80953,34.656906,16.79605,28.908108,79.452614,158.92842,236.52466,267.52292,229.94371,174.13591,103.231384,68.6624,48.52874,38.327084,27.700083,20.540043,17.279358,16.36799,16.888165,16.394598,15.793281,15.202154
2004-03-24 08:00:00,156.40285,82.22156,39.395836,19.04861,25.072733,66.17466,140.60942,221.17409,255.46104,219.58916,164.24162,96.4742,63.1308,48.831467,34.532135,26.684374,20.685287,17.253738,16.122988,16.328814,16.064726,15.656078,15.235426
2004-03-24 09:00:00,169.69054,90.14621,42.129375,21.692232,24.5657,55.964775,118.29978,167.53773,216.7757,186.57909,137.4254,80.87771,53.57964,36.532944,28.766367,23.079937,18.952238,16.18379,15.436932,15.889211,16.118963,16.033531,15.90948
2004-03-24 10:00:00,174.02951,94.009346,44.461178,23.55586,23.423056,47.878082,104.64733,172.06671,200.13881,171.70145,126.74168,74.259125,48.62398,36.83804,25.052097,20.899261,18.043238,15.248998,14.469558,15.153809,15.849337,16.14787,16.446404
2004-03-24 11:00:00,169.8675,92.67307,45.032307,24.206787,22.51474,41.218014,92.274536,158.9722,183.08311,156.67111,117.34103,69.14908,44.27495,32.924374,21.573801,18.543682,16.966972,14.405277,13.7136755,14.832501,15.994562,16.746374,17.396832
2004-03-24 12:00:00,170.85179,93.36333,46.35031,24.142393,20.779305,35.61008,81.43595,148.94888,171.1989,147.23308,112.56404,67.019806,41.971226,26.197132,18.840462,16.585564,16.156866,14.072106,13.54123,15.09403,16.68375,17.764853,18.732702
2004-03-24 13:00:00,166.54774,90.209854,44.49677,21.757496,17.836609,31.539722,74.377686,143.25323,162.44191,141.36938,112.48979,68.33769,41.43127,25.191822,16.910604,14.880965,15.204036,13.696754,13.319111,15.197781,17.07645,18.313255,19.409052
2004-03-24 14:00:00,149.29459,80.35273,40.893005,19.934727,16.32332,30.289072,70.82941,113.59261,156.35582,138.61841,114.02432,70.31078,42.010826,25.811487,16.668417,14.137806,14.817307,13.828971,13.491685,15.385993,17.517706,18.762932,19.835415
2004-03-24 15:00:00,132.69386,71.33508,37.934246,19.512447,15.641063,29.354506,64.845,125.04824,136.44727,122.82276,102.21373,62.609932,37.440083,29.201664,20.963247,12.724829,13.490822,13.090746,12.587177,14.422435,17.12415,18.505554,19.560452
2004-03-24 16:00:00,116.65581,65.31075,35.340805,18.528645,16.275604,30.5382,64.556595,124.06087,133.65483,121.31782,102.15149,63.170807,36.678204,23.68283,15.706316,12.420454,13.241538,13.040612,12.320335,13.942227,16.658094,17.964148,18.888405
2004-03-24 17:00:00,102.21158,61.557083,33.36314,17.204445,17.549719,32.542465,65.79365,123.717995,133.02069,121.23726,102.50434,63.350014,35.742672,23.340448,15.925987,12.468849,13.24859,13.161603,12.222156,13.566993,16.021688,17.269787,18.135063
