time,20.0,30.0,50.0,70.0,100.0,125.0,150.0,175.0,200.0,225.0,250.0,300.0,350.0,400.0,450.0,500.0,550.0,600.0,650.0,700.0,750.0,775.0,800.0,825.0,850.0,875.0,900.0,925.0,950.0,975.0,1000.0
Ce,2004-03-21 12:00:00,-2.269089993125186e-06,-1.1671673993987966e-05,-6.098877924092469e-06,-6.16457837311291e-07,-5.464148305671662e-06,1.0663244213783596e-05,-2.180646735891756e-05,-0.00010106949876198322,-0.0001349420392583538,-8.966801673655512e-05,2.302130267622597e-05,0.0002564127810376264,0.00024988026504995053,0.000198220477073484,0.0001523595310836837,9.897975249586106e-05,5.7611805311809636e-05,4.665368893937993e-05,4.714412131479324e-05,5.3401067640831845e-05,4.5818826449439836e-05,4.07705424190307e-05,3.478974971520262e-05,3.2188062609289095e-05,3.901817757298797e-05,3.626328161542046e-05,2.8630820853572494e-05,2.0530452106514777e-05,1.1876727533560748e-05,5.81570943930506e-06,7.179254641754314e-07
Ce,2004-03-21 13:00:00,-7.029612210709585e-06,-9.721201931041157e-06,2.9973993354430123e-06,-4.859867591635969e-06,-2.479713522579314e-06,-3.382744223243327e-06,-3.9474689736897996e-05,-0.00010112147852945213,-0.0001246030147768637,-7.715026865388293e-05,3.973926749432546e-05,0.0002686786823231289,0.00027003537335543236,0.00020964487767901932,0.00015791591742082966,0.00010151999035306213,5.0556580473453716e-05,3.805099249053399e-05,3.652178353621237e-05,4.083292731171994e-05,4.169111689193089e-05,3.924468648405101e-05,3.66901383361566e-05,3.60863055420793e-05,3.9429920698861455e-05,3.454659949525306e-05,2.7219487803076935e-05,1.8689344432252048e-05,9.996127684042463e-06,4.4411880582838285e-06,1.222817077598405e-06
Ce,2004-03-21 14:00:00,-5.086326204543062e-06,2.753299028589844e-06,4.53029486975728e-06,2.837734532720908e-07,1.2981948378560904e-06,-1.2503656647561269e-05,-5.9363380287401796e-05,-0.00012122786406494647,-0.00012821921765404664,-5.9138208718007804e-05,5.9411006848810694e-05,0.00026946457431444124,0.0002820106683121492,0.0002151864985462527,0.00015670479711110463,9.895317807565523e-05,4.782237058848962e-05,3.088403571838216e-05,2.961549738689764e-05,4.1133543236536416e-05,4.4266739293044825e-05,4.009734878605461e-05,3.825622554012325e-05,3.974023338624083e-05,3.9194360018948855e-05,3.330881829369104e-05,2.582670525277115e-05,1.708147277205226e-05,8.885116139099967e-06,2.9768493329971994e-06,6.812700532049417e-07
Ce,2004-03-21 15:00:00,-6.45438304091808e-06,4.612232006956755e-06,1.7145513493019508e-06,1.1893023932734603e-08,3.6110561367263555e-06,-8.118737387394571e-06,-5.707171112209009e-05,-0.000116781271940527,-0.0001101165985988016,-2.567954095210032e-05,7.992080439842566e-05,0.0002501831350179809,0.00027032956182123627,0.00021357245680760613,0.00015421612271243097,9.336393190461913e-05,4.6356773805724244e-05,2.6946900418208597e-05,3.103975261434327e-05,4.2297943752797325e-05,4.601422508990251e-05,4.324874825057397e-05,4.243262621677099e-05,4.3922601860382256e-05,4.048681908912454e-05,3.2659798353357524e-05,2.3747497971105257e-05,1.53545541593242e-05,7.764445943839888e-06,1.6488754465018902e-06,-8.110324911853605e-07
Ce,2004-03-21 16:00:00,-2.1535439381560028e-08,5.69687207911377e-06,3.2460987762906095e-07,-4.901904349163626e-06,1.0120180680383962e-05,-1.072669527118647e-06,-6.498316712533314e-05,-0.00012971849693993104,-0.00011201893901649562,-8.351055855926774e-06,9.855928546361869e-05,0.00024381523326025026,0.0002686019169033341,0.00022445887497506066,0.0001574233472892877,9.166187958920237e-05,4.644658526050678e-05,2.722058058182831e-05,3.387368966164101e-05,4.877873570080055e-05,5.028684826999364e-05,5.125764940426248e-05,5.055562108105081e-05,4.7854334067470836e-05,4.16001791652483e-05,3.234851830365381e-05,2.2827109674784008e-05,1.4827875430512133e-05,8.292594134941213e-06,1.9845169376103924e-06,-1.2783667918475452e-06
Ce,2004-03-21 17:00:00,9.345604788426537e-07,3.986437776432768e-06,4.450042554046591e-06,-6.9603470502366e-06,1.2167403735899371e-05,1.1864780537994519e-05,-6.261681485005273e-05,-0.0001289108520768021,-9.84672781032024e-05,1.6239324500102087e-05,0.00011607946650075678,0.0002269896731276776,0.0002629675446355937,0.00023290019595832126,0.0001503362484277556,7.815102937661829e-05,3.831426882823826e-05,2.3517841118022334e-05,2.8846211992218364e-05,3.98065095764686e-05,4.6725485057916424e-05,4.9383754749995234e-05,4.9122117181054304e-05,4.5471310706029995e-05,3.8943474077797794e-05,2.8609840647001093e-05,2.0159216043591577e-05,1.4431492646918619e-05,8.926721261881873e-06,2.657348506255298e-06,-7.706880771493884e-07
Ce,2004-03-21 18:00:00,2.0409472023860952e-07,3.9396619852872825e-06,-1.4390980732958203e-06,-2.9090171574521685e-06,6.8124008604247814e-06,2.4206671841970804e-05,-6.417411717778496e-05,-0.0001430302950176007,-9.466103705218771e-05,3.427833569291968e-05,0.0001292640645201525,0.00023251037661966892,0.00027302861216274896,0.00023014565865169104,0.00013220303413185704,5.731559303727396e-05,2.5739774291773613e-05,1.7129876500778456e-05,2.3372553848245968e-05,3.2281240962006185e-05,4.0622867041485556e-05,4.660069493028556e-05,4.630850044337011e-05,4.256555276584797e-05,3.5618906884464406e-05,2.376291731894781e-05,1.5290155518594938e-05,1.0572277367789437e-05,6.209805234650999e-06,1.066034248419824e-06,-1.4318273913327117e-06
Ce,2004-03-21 19:00:00,1.4465478115929366e-06,2.824433573440923e-06,-3.786468610644205e-06,-4.002234937147167e-06,-3.7709807541393202e-06,2.8002159167827502e-05,-5.785701471918752e-05,-0.0001379524144858451,-9.442792098894424e-05,3.834720072124222e-05,0.00013239728513662576,0.00022146075043846512,0.0002453240543305108,0.00019233977772961392,0.00010291173818768042,3.827951597324105e-05,1.9892014085255523e-05,1.2158217059189835e-05,2.0680836672107147e-05,3.094193218630211e-05,3.3532819254943e-05,3.6595964303739586e-05,3.70393104965117e-05,3.5521892594505125e-05,3.071495012701513e-05,1.937181948027614e-05,1.1850551253206458e-05,9.370742142563383e-06,7.915801972517015e-06,3.025813614850605e-06,7.384349904831243e-07
Ce,2004-03-21 20:00:00,4.428656129511556e-06,1.7945308308711268e-06,-2.243035610992265e-06,-1.031525046996742e-06,-1.094506849671626e-05,2.5728211923835836e-05,-4.706975624466353e-05,-0.00012685857317391755,-9.842973892952324e-05,3.448956852066311e-05,0.00013922409305972257,0.00021234678410298873,0.0002097615087542395,0.00015343953251779804,7.930881729154494e-05,3.271199673718148e-05,1.333015160452535e-05,3.3071038843063665e-06,1.160518516750765e-05,2.36291105502832e-05,2.330819608117499e-05,2.542431395619263e-05,2.7084408714697862e-05,2.7551290448243528e-05,2.440049667849302e-05,1.409453730371408e-05,6.2478715871944435e-06,3.8815616367901415e-06,4.436509031468084e-06,2.8637153113998995e-06,1.4303228813405237e-06
