,Az,Ae,Kz,Ke,Ca,Ce,Ck,Ge
ext_micropmp_thompson-ntiedtke,0.0,1.0,0.22987457144562273,0.0,0.0,0.0,1.0,0.0
ext_micropmp_thompson-tiedtke,0.2943945060545518,0.0,0.0,0.8700610099847031,0.4682420043978133,1.0,0.0,1.0
ext_micropmp_wsm6-ntiedtke,1.0,0.9558162743973058,1.0,1.0,1.0,0.09615468057552529,0.7500860192271733,0.22209334695842875
