time,20.0,30.0,50.0,70.0,100.0,125.0,150.0,175.0,200.0,225.0,250.0,300.0,350.0,400.0,450.0,500.0,550.0,600.0,650.0,700.0,750.0,775.0,800.0,825.0,850.0,875.0,900.0,925.0,950.0,975.0,1000.0
Cz,2004-03-21 12:00:00,-1.0687969756943548e-05,-2.4527112985576513e-05,8.34482381025142e-06,-2.3315172878401064e-05,1.7157956403353393e-05,1.7430416230728008e-06,2.9468860693861046e-06,4.680363561748907e-08,8.449674215514565e-07,7.761080007530975e-06,-9.089030960190384e-06,-1.9581168394911392e-05,-2.158101966730151e-06,-1.262404597841101e-06,-9.697169797672749e-06,-1.5299184218252913e-05,-1.7085593846580746e-05,-2.0296740161370396e-05,-2.1546064970660708e-05,-1.3442223975309873e-05,-5.4391101408875365e-06,-3.856095757298156e-06,-2.6899724743585693e-06,-3.978523357206723e-06,-6.7200217894671634e-06,-5.21095258978802e-06,-4.187708344501815e-06,-2.554591882068224e-06,-1.6272911632856647e-06,-4.794923636254745e-07,4.5506691172488887e-07
Cz,2004-03-21 13:00:00,6.546894064034866e-07,-1.2681691019526327e-05,1.0282781483097419e-05,-3.0426919101292625e-05,1.8902210764549174e-05,1.3217285164516172e-05,1.656656817509114e-05,1.1049781067677079e-05,5.459424183139298e-06,-8.909166258028592e-06,-3.81711814924045e-05,-3.327550356001048e-05,-7.554649682599021e-06,-4.4637790888524166e-06,-1.2950711080407907e-05,-1.9026150953806232e-05,-2.1347848926061952e-05,-2.4481619335836734e-05,-2.3068803720191434e-05,-1.195652130631409e-05,-4.857227692143464e-06,-3.974384161389871e-06,-3.2396570449738585e-06,-4.672594344468702e-06,-8.878361614678282e-06,-8.165681848069926e-06,-8.102699920573949e-06,-7.519962131231186e-06,-6.654025700753893e-06,-4.748460060134382e-06,-3.2107411682729973e-06
Cz,2004-03-21 14:00:00,-1.7499019939597265e-06,-1.831067482884345e-05,-8.385670740982205e-07,-5.777754999745269e-05,-1.248906655365116e-05,-1.8042198552300933e-06,8.246232749839857e-06,1.052337987260093e-05,1.7646834849015753e-06,-2.2233021974206473e-05,-5.453855206925287e-05,-3.3457535458701645e-05,-1.3896758046717714e-06,2.0106721495504217e-06,-7.123996369559295e-06,-1.2965855290858789e-05,-1.4797815762333898e-05,-1.6123483761753642e-05,-1.1388152064584703e-05,-5.489425293992236e-07,3.66309078331192e-06,4.605942925577161e-06,5.646380329526957e-06,4.381283339829366e-06,3.05356229286525e-06,4.319369848854051e-06,2.8135202956509883e-06,1.4366660998240336e-06,7.589269800058893e-07,8.464594894794892e-07,1.4138937031889185e-06
Cz,2004-03-21 15:00:00,1.6494901604481258e-05,-5.860018388888426e-06,5.618733163890925e-06,-5.250163320923591e-05,-2.340421416572267e-05,-8.734724839753163e-06,2.6496108939247965e-06,6.028431287147688e-06,-1.195303810853268e-05,-4.615420164842678e-05,-7.875315625710988e-05,-3.2393843097821984e-05,4.370384768341159e-06,4.86030571093791e-06,-7.623957780406084e-06,-1.6751477391034438e-05,-2.014375698396221e-05,-2.0940992842573478e-05,-1.4716798542303162e-05,-3.3826495652483714e-06,-3.53737742691417e-07,4.99003358211733e-07,2.024371192437898e-06,1.2159755041386933e-06,1.6493888273681255e-06,2.250328478941646e-06,2.7780456740644796e-08,-2.87541387460625e-06,-4.115295348267591e-06,-3.816474197277779e-06,-3.0485906952292827e-06
Cz,2004-03-21 16:00:00,1.4965767544155905e-05,-6.40055404373228e-06,5.800225256608378e-06,-5.152361983653464e-05,-4.469253124666115e-05,-3.1720844324385575e-05,-1.6718376085572344e-05,-6.869356861209107e-06,-2.8301625654045413e-05,-6.578251487758921e-05,-8.731371003232322e-05,-9.598342527795837e-06,2.210045916659048e-05,1.599455761698333e-05,2.062787615912169e-06,-9.461181605044628e-06,-1.5461702629886006e-05,-1.7170019249647415e-05,-1.1852660739379162e-05,9.352159202695454e-08,2.7407878585765337e-06,2.805379390022307e-06,4.66296126939671e-06,4.061052539588485e-06,5.051517890424144e-06,5.026064399008553e-06,2.4461062957687182e-06,-3.0867375207660267e-07,-1.690533753857139e-06,-2.3128134978822096e-06,-8.189948013748955e-07
Cz,2004-03-21 17:00:00,1.204335809626684e-05,5.548169677807595e-07,5.054768629339169e-06,-4.144935946516563e-05,-5.707244207421147e-05,-5.04684825117088e-05,-3.143454264214571e-05,-1.42030793187461e-05,-3.9049690177571546e-05,-7.743231569650908e-05,-8.714159938332849e-05,1.1252625477886383e-05,3.449154625798285e-05,2.4462114398052565e-05,1.2391852870768116e-05,-2.1234985405940508e-06,-1.1100032709569307e-05,-1.2914465297109377e-05,-7.691582340269764e-06,3.2199579258216197e-06,7.017276630038843e-06,8.198530022426447e-06,1.0426043565706254e-05,1.0540608636056404e-05,1.1022114445938263e-05,1.0482430812094675e-05,6.973115789962295e-06,2.750751010048421e-06,-3.0996527230090175e-07,-2.580119909053149e-06,-1.5689190800840736e-06
Cz,2004-03-21 18:00:00,4.859258876472956e-06,1.2176739212732145e-05,1.179673011452614e-05,-9.092164512039681e-06,-4.771365391717276e-05,-5.6159799519442414e-05,-3.496188548472509e-05,-1.2972586550344679e-05,-3.9043942919486386e-05,-8.329348811248343e-05,-9.497055720370479e-05,9.675877784457215e-06,3.489354608406843e-05,2.3947856960936484e-05,1.4560459132052997e-05,7.23818631480621e-07,-9.346111452318872e-06,-1.1551344344170328e-05,-6.845519609313145e-06,3.0606017100065997e-06,7.96888041174986e-06,1.0072300588941832e-05,1.1616172425102511e-05,1.1384567225272907e-05,1.0865191182901613e-05,9.980799278145354e-06,5.759993850110496e-06,9.561961298706123e-07,-2.4093859939053525e-06,-4.572530314797877e-06,-3.843528598506303e-06
Cz,2004-03-21 19:00:00,2.4389258657210272e-06,4.53193476626515e-06,8.49426937107476e-06,7.868465613301212e-06,-3.9521867359033985e-05,-5.768291922284982e-05,-3.4446165506022755e-05,-4.699206619970936e-06,-2.8043381980879824e-05,-7.975860848401227e-05,-9.73457944088861e-05,3.4665066717439024e-06,3.277081080530383e-05,2.2862706507942213e-05,1.7488246438034654e-05,8.026414432809016e-06,1.3628754603933638e-06,1.2459868716196844e-06,3.1479117376396175e-06,9.088402291208197e-06,1.6075603463932858e-05,1.8843719157091844e-05,1.9396890033498286e-05,1.880509628114208e-05,1.8649652328067774e-05,1.8128552326877268e-05,1.4383955144209663e-05,9.650267690994514e-06,5.094013082840782e-06,1.0971977996308454e-06,7.879747927190572e-07
Cz,2004-03-21 20:00:00,1.4663154134793912e-06,3.2771690162537147e-06,8.09010966086803e-06,2.9066391442704062e-05,-2.2094522682829746e-05,-4.4847531991424464e-05,-2.5490950964439927e-05,3.3235148651818326e-06,-2.009699009324194e-05,-7.986265554904207e-05,-0.00010828907867305256,-2.2822921772123995e-05,1.169029176008158e-05,6.6245318623251815e-06,6.170052488693971e-06,3.652712492493859e-06,1.621040489290689e-06,4.1191333488099925e-06,4.99916576377521e-06,8.328946151105943e-06,1.5651619721356768e-05,1.7871295199912765e-05,1.690884172904958e-05,1.5020807433664555e-05,1.3064535982468227e-05,1.2194667169249196e-05,8.7163040275127e-06,5.06203373877546e-06,1.0684489937657086e-06,-1.8749309912854153e-06,-2.308958397860454e-06
