,bias,mse,rmse,mae,mape,r
Az,-145.53429564481394,485375376.05018115,22031.236371347415,15041.076533893765,0.1202041622661995,0.8594996540040662
Ae,9728.620407614177,438693549.5464084,20945.01252199216,17349.36741804685,0.09304425803375845,0.8723201243453956
Kz,-52265.67039489763,5338557285.252955,73065.43153402267,59905.51378400614,0.08763973415540076,0.9262250297788075
Ke,-18590.539189866355,8345562505.146304,91354.05029415118,77939.46527524512,0.12751985851184194,0.9008617943114366
Cz,0.10067371108254831,0.8077465464906117,0.8987472094480248,0.743344506819304,3.080123536740801,0.6007575096235059
Ca,0.10174288992802549,0.1948248704286383,0.4413897035824899,0.3883922714674934,0.2659454981183696,0.6216860790588098
Ck,1.0336149167188342,1.5791151028364723,1.2566284665072935,1.0418545888227912,0.2202161609005245,0.9901211178313256
Ce,0.5300466121281039,4.35823965810782,2.0876397337921646,1.7762030007741167,0.37765546648602805,0.7603744833748989
BAz,0.06031850806656051,1.1757862003100321,1.084336755952703,0.8524960687517131,0.20680541961471258,0.8933378583444642
BAe,-0.047356895863195476,0.19720349436772253,0.44407600066624014,0.36068442457608035,1.597014059423152,0.9809336145470688
BKz,1.0699737057749463,16.334468057924628,4.041592267649549,3.246005551579375,1.8955812607127218,0.914723492209829
BKe,-0.21484302221936044,9.260163643550698,3.043051699125517,2.288540294650709,0.2286582987233455,0.96665398785105
Gz,-0.013995632792827803,5.122394727121695,2.2632708028695316,1.5981198979271918,1.0991750886153537,0.5556672911067531
Ge,0.5898418487059215,5.056131926554493,2.248584427268519,1.9329442198945077,8.100592408181784,0.6321000580725215
∂Az/∂t (finite diff.),-0.3147404099152296,3.3116927108503993,1.8198056794203055,1.3476170305955113,0.7943754763625835,0.8912394595873326
∂Ae/∂t (finite diff.),-0.2524047300500143,1.4100776570370848,1.187466907765048,0.9535509878756496,3.3042372815130086,0.9053568418570933
∂Kz/∂t (finite diff.),-0.12977876507991565,43.06262206700469,6.56221167496178,5.275931768600756,0.7528582324896962,0.8367196753224045
∂Ke/∂t (finite diff.),-0.9796293298886649,18.42202654513966,4.29208883239148,3.1593386615182886,1.1106540765673076,0.8617205183097546
RGz,-0.17264231697121613,4.4793450825296475,2.116446333486783,1.6495316446325077,1.6668017403015647,0.8810092643781002
RGe,0.2232558880132598,8.33831940192066,2.8876148292181663,2.322074233130918,0.36955677875882503,0.6840515910870743
RKz,2.3340410986562445,71.21362543801557,8.438816589902613,7.2151864475752445,4.630289087389789,0.8467139601245338
RKe,0.2612180030785746,28.55204914330048,5.343411751241007,4.415808259823831,1.0227370749665485,0.7531942767347195
