,bias,mse,rmse,mae,mape,r
Az,8421.737041361293,208248862.53718603,14430.830278857347,10254.390063547691,0.07703390828011368,0.9409962335573534
Ae,5106.450316792379,352441321.325195,18773.420608008415,16228.678257451988,0.08956028967648737,0.8619489229914545
Kz,-54156.58280928953,5600612849.123184,74837.24239389894,65811.4365992952,0.09487216064064276,0.929044174627692
Ke,10301.63753702889,5738698315.308925,75754.1966844671,62302.13588005679,0.10613511477106448,0.9116135482803791
Cz,-0.055006247942894625,0.5179902212579103,0.7197153751712619,0.6088488206172523,2.0849312113979583,0.5809764222333026
Ca,0.041407464316484656,0.11711928458776448,0.34222694895020245,0.30375997125035936,0.20420869552790366,0.7730627553378883
Ck,0.42751866403355393,0.34348656613071077,0.586077269761173,0.4817228084037383,0.15028635636473123,0.9937830426058659
Ce,0.04458359895914629,2.9020436295869225,1.7035385612268723,1.390243652404612,0.2962034647764751,0.8489494295464686
BAz,0.328559944640902,0.6619886381571326,0.8136268420824946,0.6447277559780448,0.16413936624996386,0.9240458448861532
BAe,-0.10666768979835102,0.12381858596936735,0.35187865233538584,0.27611147785249884,1.2254150655094034,0.9830151541265392
BKz,1.7069627895750417,22.77925052288241,4.7727613100680415,3.9962823999199952,3.1539317846165393,0.8868643608607597
BKe,-0.6753742512930564,11.250722251710137,3.3542096314497303,2.6174418251840623,0.27377749685650127,0.9655424643480922
Gz,-0.004326241694718384,6.487207658562099,2.546999736663139,1.7752063317727373,0.9733877773249855,0.3713993559203931
Ge,-0.00353839177472165,3.292722125524248,1.8145859377621794,1.3904569783490057,1.4297797988562406,0.7351291753388488
∂Az/∂t (finite diff.),0.04742628793137246,4.036515042173723,2.0091080215293857,1.4780929397764988,1.2158254674320657,0.882525708574057
∂Ae/∂t (finite diff.),-0.24566530837488107,1.8026863692122734,1.3426415639374023,1.0823165117468652,3.843542134275136,0.8729213977186905
∂Kz/∂t (finite diff.),-0.2138506261549921,46.076732602050676,6.787984428536255,5.427977148686925,0.7657560827696542,0.824569390330282
∂Ke/∂t (finite diff.),-0.8224991194730561,18.46521414977938,4.297116957889252,3.2812552595206177,1.1251850226556923,0.8544907194252757
RGz,-0.2947324403359393,6.489259833078683,2.547402565963747,2.04938437729813,1.684844785663188,0.8186286481988164
RGe,-0.13582148393386842,6.656066231903078,2.5799353154494162,2.0718269409812478,0.3409989800071354,0.7510425194317216
RKz,2.2933258318206935,71.80062483021084,8.473524935362546,7.11841835227306,4.611591987221141,0.845677737377806
RKe,-0.23581019689440771,25.77936437483714,5.077338315971976,4.143235682178109,0.9587381824595482,0.7755731128605143
