,bias,mse,rmse,mae,mape,r
Az,4909.012440198355,319234197.7712393,17867.126175500056,13217.728916705259,0.10065533668827668,0.8471903033823329
Ae,13356.48730510739,843472158.27525,29042.59214111664,24974.608835732757,0.1378172054598331,0.7197589027989582
Kz,-56508.1760717682,9894778133.080187,99472.4993808851,81599.97516362066,0.11924899196016081,0.7697181538235158
Ke,47473.55736278007,16809884049.81034,129652.93691162704,118394.02778334256,0.1915036730976879,0.7205181141034008
Cz,-0.2846124367557701,0.9287483838447931,0.9637159248683157,0.6848330116161105,2.8296489241836134,0.4265302130118564
Ca,0.0250244834663934,0.22993471155752668,0.47951507959346457,0.39466529087666263,0.28268950834949896,0.4532096131500908
Ck,-0.5690081796012045,4.507227735602183,2.123023253664967,1.7141203460194274,0.38294246612564153,0.8592171309659903
Ce,1.4301244755761202,8.56586052918894,2.9267491401192793,2.504254063572172,0.4967218477023989,0.3439089376904672
BAz,0.12318723448695795,3.1299037695911642,1.7691534047648791,1.2683499777190168,0.30172607840796745,0.7366888068105641
BAe,-0.056315052844635505,0.5126403828225282,0.7159890940667519,0.5683678987748345,3.3963435057499716,0.8965729990605784
BKz,0.26077226044208884,27.22735260887757,5.2179835769076135,4.02722999169982,2.0123877943536166,0.8233864236865324
BKe,-2.623259256086107,35.04412691615274,5.919808013453878,4.077960193629545,0.31250679099126377,0.9083503807852494
Gz,-0.5998905198211125,7.592638494162569,2.755474277536005,2.2627083185086034,1.4277506078800706,0.14462621347080676
Ge,0.8774073789440386,6.638277825632993,2.576485557039471,2.1897918678790482,6.613736743349988,0.25385713677295857
∂Az/∂t (finite diff.),-0.20938381067282108,5.186599557624132,2.2774107134252555,1.6417137084068438,1.543723930005951,0.8234598398317442
∂Ae/∂t (finite diff.),-0.48407526525495,2.7950000058999955,1.6718253514945858,1.2831491761644431,2.5198743183316945,0.8068735633554067
∂Kz/∂t (finite diff.),-0.706371759277737,48.93922306612324,6.995657443451847,5.47677188786836,0.7421399669077186,0.8111978249634009
∂Ke/∂t (finite diff.),-1.6922193203529752,28.916074196725607,5.377366846024698,4.493598970640566,1.347578910675429,0.7833062401336677
RGz,-0.5921589984491556,6.361828089497536,2.5222664588614614,2.023198420298716,1.9117338014498253,0.8315596827131173
RGe,0.9773397796994118,13.110179548034203,3.620798192116512,3.1614953980637197,0.6000336895734549,0.3587608682211486
RKz,0.11352340336285076,93.35354323007346,9.661963735704738,8.1660486444017,4.181856536813927,0.7711817626610603
RKe,1.0680927194441936,39.85481744420364,6.313067197821011,5.377463973960292,1.2113145584779461,0.6280459301778571
