,bias,mse,rmse,mae,mape,r
Az,11823.819173768547,357859046.4059083,18917.162747249076,14266.663061889776,0.10916836771129097,0.8931210285428218
Ae,4119.993854288586,555671511.5012025,23572.68570827691,20920.08616827019,0.11554200193775144,0.7631859015988433
Kz,-82673.70070738245,9945279212.141602,99726.02073752668,88160.5374779023,0.12824824990963204,0.9173887788575381
Ke,11300.589925717873,3669325740.4741654,60574.95968198547,48218.70239564454,0.08382695094025373,0.9449617757328285
Cz,0.3940505792459407,1.7378039398405007,1.3182579185578598,1.0894605085069398,3.3287307455694126,0.35848520534754247
Ca,0.07707951301790951,0.249773630113215,0.49977357884667634,0.4333571790784032,0.28061194788737853,0.6285438026817725
Ck,0.00542358211222053,0.604701983728908,0.7776258635930958,0.5449862741830014,0.1504311767148718,0.9742408646348807
Ce,-0.15772953449543786,3.8255102481940235,1.9558911647108648,1.4677682628973836,0.35797315445127015,0.7031226980686343
BAz,0.4671245141982021,0.8984066365684645,0.9478431497713451,0.7208876519400591,0.1960305184381658,0.9188576171707941
BAe,0.027976639118691516,0.16100263510406643,0.40125133657604983,0.29462243399052124,1.3907475464255137,0.9684478104084241
BKz,3.085325848371148,47.3072302037668,6.878025167427552,5.763378097111041,5.5919521088483,0.7511942768241784
BKe,-1.496332863155504,13.329384226631964,3.650942922949079,2.661466954689753,0.26887435661825,0.97769454093964
Gz,-0.07666239889762823,8.93509631004085,2.9891631454373395,2.1404317480186883,1.2930432674153702,0.026858087655986327
Ge,-0.7040592851476029,4.788273907779522,2.1882124914595296,1.4281286542082545,2.8237569421311357,0.5953350204684709
∂Az/∂t (finite diff.),0.06828352928672095,5.180723919740998,2.2761203658288807,1.7741682073263163,1.539878131249223,0.8487492907093771
∂Ae/∂t (finite diff.),-0.2802490604180328,2.427336483355622,1.5579911692161872,1.2728983226548258,2.7855085098646115,0.8231975482503425
∂Kz/∂t (finite diff.),-0.533002754973417,46.258590127033465,6.801366783745269,5.5013641938266495,0.7950396905734669,0.8216931907664076
∂Ke/∂t (finite diff.),-0.6775437190820929,16.727672953166838,4.089947793452484,3.1658221122802392,1.098536501753851,0.868199809209363
RGz,0.07228910735236904,9.989579281211762,3.160629570388115,2.51279379301608,2.125665432193464,0.722288701679295
RGe,-0.5430347470500717,7.5880644221754,2.7546441552722194,2.0519011620441443,0.43307640828688204,0.6794057603384303
RKz,4.017802764702725,101.444665438335,10.071974257231547,8.783925504358377,5.291393260105566,0.7933122726245293
RKe,-0.9819422606810706,36.688002246847205,6.057062179542753,5.099969552746619,1.1743636714291021,0.6644429352259309
