,bias,mse,rmse,mae,mape,r
Az,-28054.37191258848,1370453670.3749728,37019.63898223446,29990.34833218269,0.26148606577799227,0.7871648190856773
Ae,43756.18754801318,3203296999.6449523,56597.67662762273,47445.3007648969,0.23732503011753417,0.2820159213293298
Kz,14597.160264283462,6192938469.0794325,78695.22519873384,64660.15683452036,0.08284541433250993,0.7823057236400243
Ke,123826.36505511349,19752232603.610935,140542.63624826074,126327.7976278892,0.18763461313553742,0.9098316186825663
Cz,0.4347982188718685,0.889930983841364,0.9433615340055815,0.7790367852997759,1.939952673009919,0.2919951071904775
Ca,-0.41734292330385153,0.2497245023267978,0.4997244263859811,0.43164866784005057,0.25824173497390507,0.8136832959320689
Ck,-0.8346518859268234,1.179784912255032,1.0861790424488182,0.8822967393164006,0.3493253504224765,0.9804528222861395
Ce,5.176938362134033,31.80359340052816,5.639467474906488,5.176938362134033,0.9375287983037787,0.7323684697180376
BAz,1.2383704559411515,3.5778328772691537,1.891516026172962,1.4759120976926798,0.28286544477871517,0.5431840353099082
BAe,-0.2960151824353228,2.4016116859198857,1.5497134205781034,1.2980279865920556,6.281881089105343,0.2882126511238273
BKz,-4.374143949579771,51.115360003012256,7.149500682076495,4.950152109790445,0.9369573294175783,0.850313295526054
BKe,-1.3832231814336253,11.329218310947766,3.3658904187373313,2.361899580657987,0.2508275695177998,0.9815960498716326
Gz,-0.18646439033222717,5.545406429856045,2.3548686650970674,1.8134228549160112,0.7996612101879936,0.5834975625268497
Ge,4.180195229579736,22.44335674261808,4.737442004142961,4.311857698340797,6.384628455363508,0.3439397591353516
∂Az/∂t (finite diff.),-0.47372708655870205,8.986141443841062,2.9976893507902154,2.4181830086107454,3.1201963609079115,0.7567852676585373
∂Ae/∂t (finite diff.),-0.3429677086216681,3.8508109916561093,1.9623483359628355,1.58067146507633,3.0308099479388986,0.7017622516556541
∂Kz/∂t (finite diff.),0.06766283218454387,61.01033474734361,7.81091126228839,6.196811197915344,0.8153229746174109,0.7539360427544145
∂Ke/∂t (finite diff.),-0.3820786582552742,20.88801803331887,4.57034112876915,3.672546921274531,1.1217538311700246,0.8316372405958108
RGz,-1.6946422469318365,13.195561868951971,3.6325695958855313,2.792289591944669,2.9044826757445747,0.7347714957568394
RGe,5.547328759251539,38.66256918618674,6.217923221316482,5.651505177986066,0.6383489991068313,0.5741130870117361
RKz,-4.841660448819271,119.24624083053767,10.919992712018523,8.871337167832051,4.151382691073522,0.7688434878117155
RKe,5.010445724882505,50.742659862861956,7.123388229126779,5.859399023009808,1.0280518174306763,0.7778866032379056
