,bias,mse,rmse,mae,mape,r
Az,-3370.32806358382,354133887.2925946,18818.445400526438,15038.765255277105,0.12183793467996351,0.8114257520702218
Ae,42896.43665614377,2711035670.8709183,52067.606732698194,44976.1198809922,0.22380416789225754,0.5638176391396666
Kz,6036.4692825987595,4891338284.219348,69938.1032357852,58385.50107678076,0.0763228809239812,0.8321947285864002
Ke,142151.24424851532,23391703303.62453,152943.46440310724,142151.24424851534,0.21013668041433334,0.9575303867878056
Cz,0.15933938738802952,0.5941673758258214,0.7708225319915223,0.600722776863845,1.7440176911087015,0.457669107359855
Ca,-0.5050446287846742,0.30500176513474697,0.5522696489349628,0.5093897289290829,0.3215071035219445,0.8697028528134282
Ck,-1.9575526857826346,4.799583513854736,2.190795178435158,1.9575526857826346,0.4861416978637359,0.9816545606264429
Ce,3.9151695706879655,21.00168279046596,4.582759298770334,3.916921682812923,0.6203121921861116,0.4565367967060619
BAz,1.5851746299667633,4.281810419625151,2.069253589975175,1.603811848522786,0.3066238401244071,0.6889229619426845
BAe,-0.36324901845277985,2.0426488400490483,1.4292126643887004,1.205198680231101,5.6091610697775875,0.48267050402713113
BKz,-2.3685833483441696,36.86834011005667,6.071930509323758,4.690685734316377,2.1547154411479403,0.8866458453667488
BKe,-1.9930281275057578,16.63421497419278,4.078506463669364,2.825200523961559,0.27443876933779854,0.9825719864389025
Gz,-0.4547817130495895,6.9707613306824685,2.6402199398312383,2.073741258777552,0.9499494501067001,0.34478764349514046
Ge,2.7777285854449407,14.24276614822054,3.7739589489315515,3.259647877297569,4.0023152261704835,-0.07451266565140896
∂Az/∂t (finite diff.),-0.05397889412866014,6.308032388421775,2.5115796599793074,1.9459583613152613,2.3204997443754825,0.7724405777416896
∂Ae/∂t (finite diff.),-0.2777937153345698,3.083040206612504,1.7558588230870111,1.3834993038847652,2.326585603172606,0.7682672436145538
∂Kz/∂t (finite diff.),-0.055244809189069266,55.88412270184381,7.4755683865405045,5.898370501284275,0.8024066605279851,0.7771888516430172
∂Ke/∂t (finite diff.),-0.012801604341882008,22.453212431371544,4.738482080938108,3.773446002940767,1.2355022724479017,0.8146633975011465
RGz,-1.9848587654920669,12.734432647591875,3.568533683124187,2.5864810795915845,0.80605636066316,0.739597525436078
RGe,4.505669502590851,27.618857299777442,5.255364621011319,4.701989104400702,0.5474423875266043,0.6168702639163212
RKz,-4.111551837549704,103.42979063731951,10.170043787384571,8.284050651526195,4.158727328196377,0.7966969854705163
RKe,3.8924957333067223,42.50140485383488,6.519310151682836,5.388725782304434,0.9539931659422342,0.7621328305613476
