,bias,mse,rmse,mae,mape,r
Az,6386.317708900475,170903028.30641016,13072.988499436928,9628.553559528178,0.07457405193024448,0.9390279923196475
Ae,4107.942445424041,290164594.51229024,17034.218341687716,14335.020473215438,0.07881852258334156,0.8860700863990054
Kz,-55754.0632022555,5923346389.92056,76963.27949042036,68290.6124511756,0.09765060116062006,0.9192373464074381
Ke,-8744.932997739275,7625530338.49722,87324.2826394653,71283.71397261425,0.12004971562876295,0.8932162404672007
Cz,-0.1532175919133563,0.48037375917724595,0.6930900079912031,0.5722645501088707,2.2347571439702727,0.6202597236771706
Ca,0.06627170102304407,0.13230859003120757,0.3637424776283457,0.32448496131435506,0.21942825789990403,0.7583365617130627
Ck,0.7579916509005074,0.8541095623568659,0.9241804814844695,0.7665367832793466,0.17960466468182223,0.9945763865303098
Ce,-0.07717650380347689,2.925339328334795,1.7103623383174675,1.4184469293268913,0.3042087500579378,0.8663968850892093
BAz,0.23194122931034852,0.7217372372939083,0.8495511975707575,0.6742145956457644,0.17058640731479613,0.9198357614615146
BAe,-0.08665020082564477,0.12330936294449295,0.35115432924071,0.26888107077185824,1.2817063206198445,0.9838064349784311
BKz,1.5111202945902587,20.48129918763139,4.5256269386275525,3.7118301078290976,2.7834323887632824,0.894231902194027
BKe,-0.39640081471586325,10.98151469615913,3.313836854185663,2.520760496503209,0.25565887100005863,0.962087303568894
Gz,-0.08090950501599588,6.424764848967965,2.5347119854074083,1.8012933285407609,1.019304973897581,0.36854229768385177
Ge,0.002835432344622616,2.9119911731860353,1.7064557343177804,1.4294785040322473,2.098519269415139,0.7934443813480891
∂Az/∂t (finite diff.),0.03502454468771471,3.995215403485624,1.9988034929641343,1.4747750504952981,1.2634229885609836,0.8787963256327852
∂Ae/∂t (finite diff.),-0.2114941005299921,1.7392642702704844,1.3188116887071044,1.0697646225022945,4.137625082624907,0.8767537612618079
∂Kz/∂t (finite diff.),-0.09376451534580306,45.668009637008105,6.757811009269799,5.275998354444103,0.7519485947809111,0.8259581648206548
∂Ke/∂t (finite diff.),-1.0257289386104926,18.65769293420995,4.319455166361835,3.3297275488869933,1.14088700721525,0.8567896625609075
RGz,-0.283862575512946,6.221901299162236,2.494373929298139,1.97330654294859,1.59928166541901,0.8267215437271925
RGe,-0.26829210453086816,6.6857542262621195,2.5856825455307,2.144801024195334,0.3391660196219199,0.758822506265087
RKz,2.2096588689232117,71.55258808845979,8.458876289937086,7.132374693101252,4.486183630788086,0.8436930769425448
RKe,-0.2058400308093552,25.77766987629906,5.077171444446116,4.147323375062654,1.0152799248415554,0.7781287620551459
