,bias,mse,rmse,mae,mape,r
Az,12208.587964725555,306887388.1725273,17518.20162495361,12651.662285121432,0.09297473562797709,0.9427515310609671
Ae,17920.74430716631,431535104.67243433,20773.423036958407,17920.74430716631,0.08982917515738804,0.9681494732371099
Kz,-51068.42796234501,5328830999.141704,72998.84245069715,61506.48143955638,0.08910309075686512,0.9229386898105308
Ke,356.42752635208916,8233822441.699771,90740.41239546893,75416.20941451879,0.12695515636946933,0.871481409973623
Cz,-0.2962037305659893,0.6318000226521673,0.7948584922186888,0.662654435333829,2.5211717889545597,0.6649654094377953
Ca,-0.05169376211360921,0.13128823531140457,0.3623371845552214,0.3191172621432588,0.2119005061098743,0.7286998553686191
Ck,0.30711092544692126,0.5036752951933194,0.7097008490859508,0.531870293875416,0.1109886405793657,0.9895144265075229
Ce,0.8124311693807186,3.4596639516743006,1.86001719123085,1.5907686973720356,0.31643172051236873,0.8062037684487869
BAz,0.3329170647697996,0.7082261586285469,0.8415617378591703,0.6550662709329366,0.1782921547962362,0.930853573842184
BAe,-0.17795621339384127,0.14302437019585115,0.37818562928256694,0.2833628675214087,1.333568014093317,0.9829387058073898
BKz,1.9315848592815723,19.571054559051593,4.423918462070882,3.6125287185140174,3.232182616677679,0.9168812220057977
BKe,-0.8622267213984713,13.224566177214436,3.6365596622652068,2.777036163459112,0.2607109211110678,0.9581433588001128
Gz,-0.16583676458876648,6.3579179732808235,2.521491220147479,1.8323633196871214,1.2538985663796707,0.3878293068158141
Ge,0.715140142984244,3.44947248650857,1.8572755548137088,1.6466110655316317,5.547693239180332,0.7255414336898783
∂Az/∂t (finite diff.),0.086952693566282,4.180202710128862,2.044554403807554,1.5340770810522626,1.2216756370411348,0.8951828978442729
∂Ae/∂t (finite diff.),-0.07589666941517637,1.5185304299315598,1.2322866671077635,1.0005528099875984,4.231012002357754,0.8926658971557845
∂Kz/∂t (finite diff.),-0.11489317590174265,43.93181162609606,6.628107695722517,5.256296127104205,0.7415255969344575,0.8337378009935316
∂Ke/∂t (finite diff.),-1.0850250921117162,17.918167984384624,4.23298570566741,3.3010464725790087,1.0278333096258496,0.8635134513876337
RGz,-0.593861863883116,6.924184076874162,2.6313844411020906,2.150494360803649,2.007188062755058,0.8132218148925857
RGe,0.966184475472993,6.779757568628292,2.6037967602384584,2.1083297038094795,0.2995791536898602,0.7562769998233401
RKz,2.0573852300642463,67.83142643531262,8.235983634959009,6.911057083019144,4.368643839711178,0.8541201697323498
RKe,0.728118614647041,29.011778126994965,5.38625826775833,4.466447870272252,1.028174245808938,0.7467773217532566
