,bias,mse,rmse,mae,mape,r
Az,12762.718435048359,340674579.2121523,18457.371947602733,13813.810963263459,0.10584489611072605,0.9121431599824293
Ae,-2671.550031159842,666444848.3161819,25815.59312346284,23217.58307674178,0.1306938445011432,0.7339281166918354
Kz,-61155.38034935311,6038717370.573284,77709.18459598765,67611.48071218315,0.09835023191121299,0.9425368940083796
Ke,16549.801535548107,4066474256.945066,63768.91293526232,52015.9337194509,0.0885607108699552,0.9410296827635805
Cz,0.6437450931750316,1.8895946977767946,1.374625293589782,1.064902473441406,3.2883672012723792,0.3431726508778224
Ca,0.13779591787302506,0.3567545622755537,0.5972893455232177,0.49798978110419495,0.3144591450010575,0.6036170302505667
Ck,-0.11853761360684882,0.6410585705948862,0.8006613332707445,0.5853172685499789,0.13745499694536184,0.9735810495272982
Ce,-0.3741763274414666,4.847236907132966,2.2016441372603714,1.7453950379298682,0.4368239802519258,0.6460316730318205
BAz,0.3838815388000079,0.8911774955549169,0.9440219783219652,0.7640037975438014,0.1931497311960032,0.9174168967935745
BAe,-0.0014577460335348607,0.1916682012279141,0.4377992704743969,0.334922398869722,1.214688257431176,0.9618915895730737
BKz,2.356982334964847,38.060885139144624,6.169350463310106,5.245661526885229,4.84694131282437,0.8004439326673526
BKe,-1.5637704380587758,12.173896742922858,3.4891111680373355,2.5822146570883184,0.26619951831809874,0.9849790686867915
Gz,0.13983811620090097,7.906439054708966,2.8118390876273427,1.928685186899674,0.9973091156922284,0.1559656666221458
Ge,-0.6803850971222278,4.561517629793598,2.1357709684780337,1.5028597760302917,3.5173375896242285,0.6268877534264882
∂Az/∂t (finite diff.),0.031988867712245905,4.006966130494318,2.0017407750491367,1.5591043628263723,1.449985101786359,0.8874590355917346
∂Ae/∂t (finite diff.),-0.2991189157291749,2.1985906185358384,1.482764518909135,1.2062533949051795,3.091552100390136,0.8429667132266879
∂Kz/∂t (finite diff.),-0.26473905928333746,43.628702393081376,6.605202676154713,5.356796278294091,0.7914686313768708,0.8334355276768232
∂Ke/∂t (finite diff.),-0.6564483004902073,18.391619170278148,4.288545111139459,3.433786270890952,1.1910473008347715,0.8536386782447144
RGz,0.4296483399602948,9.691410719050515,3.113103069133837,2.3881170248408448,1.8646080047018758,0.743557525081098
RGe,-0.8096334150101318,9.314106948619107,3.051902185296755,2.3520456024490985,0.4617162668024812,0.6541465290380141
RKz,3.1469288738163663,93.55639346830917,9.672455400171621,8.390814893287597,4.965616967521256,0.7985364102987453
RKe,-1.1629608514031864,36.29736824818058,6.024729724077304,5.08890443663272,1.1068465445072133,0.6738965878306797
