,bias,mse,rmse,mae,mape,r
Az,6576.095142827096,209249987.6156166,14465.475713422515,10471.088732085751,0.08016032348854561,0.9194450823281956
Ae,-2178.985462221977,681095933.5305821,26097.81472711043,23338.549866924423,0.13100428857571453,0.7223905480099951
Kz,-49176.45732970795,5208229750.216586,72168.06600025101,63781.11750399892,0.09129255297355332,0.9254671237455873
Ke,39546.379279113266,4791859678.052486,69223.25966069849,56338.39424849941,0.09380047524914847,0.9412918322629343
Cz,0.5102920718169149,0.9409046155100419,0.9700023791259699,0.7710998087359519,2.1840664858312526,0.5093851271107732
Ca,0.1289174033171826,0.2862329544529477,0.5350074340165263,0.42652000781970845,0.2669199482815885,0.6899261393988445
Ck,-0.5310091342035267,1.1128332535193588,1.054909120976475,0.7590530183299439,0.1670978768885891,0.9684541320669905
Ce,-0.4112501490361111,7.39869383500665,2.7200540132516946,2.283190015376778,0.5748415432906976,0.5282386112180506
BAz,0.3532009282562949,0.8333722519254598,0.9128922455172132,0.743956802672142,0.1796940284406797,0.9156519214977216
BAe,-0.04919079109390656,0.12185748188693253,0.34908091022989574,0.29786708961910996,1.8084922400259653,0.9772922467316629
BKz,2.219448727433106,42.5181854392901,6.520597015556942,5.481901501026203,5.554309771170125,0.7764363111657282
BKe,-1.7163503978535057,13.952605225560541,3.7353186243693512,2.8200999836570646,0.2897024734540147,0.9882210658293824
Gz,0.14508250385551003,7.861388914823279,2.803816847588886,1.9659143001611668,0.9514207959390367,0.1070956864545013
Ge,-0.8084857834746502,7.158387732736322,2.6755163488075198,2.042896154804534,6.0011458538861975,0.4246643108376331
∂Az/∂t (finite diff.),0.03326472139186498,4.621906011314766,2.1498618586585434,1.6231682395795086,1.5203635044702102,0.8577829936401923
∂Ae/∂t (finite diff.),-0.32586558757473577,2.3799591148304144,1.5427116110376606,1.309006730851682,3.5434985024038,0.8295271419963103
∂Kz/∂t (finite diff.),-0.29601242404093536,44.04260118710303,6.6364599891134,5.203714650349168,0.7359406286417073,0.8328965171831778
∂Ke/∂t (finite diff.),-0.5256527524216348,19.488167736436843,4.4145404898400065,3.5560893543536025,1.1813290627874233,0.8416332372574715
RGz,0.31927326826966723,8.868912201372266,2.9780718932511125,2.283158374845309,1.4536210578267061,0.7562042019338087
RGe,-0.8168423488341235,13.016902414041327,3.6078944571649165,2.7734827450646584,0.5036296420910341,0.5937675585289982
RKz,2.494744089087429,82.61090321807937,9.089054033180757,7.919200271136916,4.578638433785081,0.8203067778772319
RKe,-1.070938660264455,37.831248266416075,6.150711200049639,5.205121107603326,1.1399054454730693,0.6530706777610163
