,bias,mse,rmse,mae,mape,r
Az,10454.113090657049,304223861.7411957,17442.01426846096,13131.075624912088,0.10117458056599622,0.9005787280987841
Ae,6593.45422745615,264359148.27202168,16259.125077076616,14061.73249371899,0.07903070737281247,0.9198925953700275
Kz,-88497.29304440091,10362340142.309977,101795.58017080101,90435.97955927435,0.13193046130245756,0.9446666143365197
Ke,-33651.295383507175,9111988232.282799,95456.73487126405,79683.49400695691,0.13031454417737062,0.8967671736658948
Cz,0.0014009576248690352,1.006403413288987,1.00319659752662,0.8255679932945038,2.8993948978502098,0.6345005482276408
Ca,0.07574951119842471,0.24135377169718333,0.491277693058807,0.4420825179290242,0.30386238310921165,0.6062931527999673
Ck,1.1578156736986511,2.3209980412897653,1.5234822090493099,1.1894114059869565,0.2410241978391747,0.9862086667927072
Ce,-0.06781400632190006,1.320648826707992,1.149194860199084,0.8828098392505005,0.1840443843747598,0.9023445458610786
BAz,0.2553510121295004,0.9162045684077927,0.9571857543903339,0.7621063712447101,0.20417551798340447,0.9161334222091322
BAe,-0.07744107142832606,0.23831353076329034,0.48817366865009254,0.4092132762588772,1.6263724332430964,0.9781653528326456
BKz,2.0171649724971394,18.224469371026046,4.269012692769377,3.6037409019230338,3.241001205434264,0.9330565148972441
BKe,-0.39494601699585924,10.389405184103193,3.223260024277159,2.454001815067637,0.2361774845572736,0.9637775581563129
Gz,-0.09778688804204146,6.235975063893906,2.497193437420078,1.695501505380884,1.1596363351495298,0.42214631148905096
Ge,-0.03415996284201544,2.1894391043729486,1.4796753374889198,1.1199580705383405,3.623061431706207,0.8043954832483735
∂Az/∂t (finite diff.),-0.035784353403767816,4.71242733226859,2.1708125972245025,1.6081625658536953,1.2916677476372451,0.863784919888431
∂Ae/∂t (finite diff.),-0.23900046313438214,1.4518963835166645,1.2049466309827437,0.9822762454867222,3.353779011397485,0.900586565045265
∂Kz/∂t (finite diff.),-0.4936170588884768,41.47596773515281,6.440183827745354,5.183038610941936,0.7207092669623819,0.8445258782493629
∂Ke/∂t (finite diff.),-1.2006279191005103,17.202303604605177,4.147565985563723,3.1269677888641696,1.053765507025384,0.8733602889861751
RGz,-0.21398489670997467,7.946238472017555,2.8189073188059153,2.3032338419078635,2.5432338303442816,0.7785339078359585
RGe,-0.305122909226381,3.867162053495609,1.9665101203644004,1.6082612158961407,0.30493997362230413,0.8233272066577491
RKz,3.6699986627091365,77.6787834967648,8.813556801698438,7.66708227263332,5.218236254690221,0.8513174682891842
RKe,-0.4199477779158996,23.915200558515597,4.890317020246806,4.1596516136166235,1.0389687131653031,0.7932053821198529
