,bias,mse,rmse,mae,mape,r
Az,7734.298586135009,237797123.1710914,15420.671942917774,11456.023685956074,0.08615089484864057,0.912760146701754
Ae,6087.380498961899,425664492.88897675,20631.638153306605,18021.00131337815,0.09715177188862327,0.8329241598767408
Kz,-42398.970403114996,4754382388.02472,68952.0296149774,57471.526615459996,0.08170804607091829,0.9060270267471557
Ke,37365.07740030394,6342814761.222119,79641.79029392872,71518.9140969192,0.11608646188709586,0.9044517980647572
Cz,-0.040661417357009684,0.6193880668793527,0.7870121135531223,0.671840648805312,2.3497246363882325,0.5812469460994284
Ca,0.17561425185085197,0.3772946738621113,0.6142431716039758,0.5225504880335509,0.33517085589060835,0.5979938124595723
Ck,-0.799135226263925,1.3623539011407793,1.167199169439723,0.8128799872015872,0.17846159537696812,0.9696254427371634
Ce,0.44898865461451737,6.494868751561107,2.548503237502575,2.243920432616713,0.47280127296585867,0.46392928357309676
BAz,0.09527880891442242,1.1431625622093027,1.0691878049291914,0.8654366350676727,0.21565251170691443,0.9055516152060392
BAe,0.1073928184711539,0.2821674981651246,0.5311944071289951,0.4350655867148218,2.3653346970359057,0.9584901150219122
BKz,2.411883103993901,35.87019512287144,5.989173158531271,4.987878281474722,5.308582456441722,0.8406157433551954
BKe,-1.7942686369482324,17.006529208217316,4.123897332405029,2.9462540589552133,0.27907046612857467,0.9690551464806726
Gz,-0.4250274372883882,7.262601399804094,2.694921408836275,2.139510409924205,1.5032885701095822,0.2206913878742581
Ge,-0.12161354853456419,5.565621267663033,2.3591568976358976,1.6853389246196855,2.2299642294472197,0.40253202269773086
∂Az/∂t (finite diff.),-0.025644252950408158,4.181516533296119,2.0448756767334584,1.536352787088853,1.2633070246981666,0.8876688486638573
∂Ae/∂t (finite diff.),-0.2810557494134069,2.2821442758418313,1.5106767608730305,1.222254221823704,5.062322062893859,0.8384051386290975
∂Kz/∂t (finite diff.),-0.05970330210515092,45.48030775292286,6.74390893717604,5.234018162169543,0.7442130704238018,0.8247946908762588
∂Ke/∂t (finite diff.),-0.6985911347162198,19.229595129795005,4.3851562263840735,3.567217380563226,1.0997783732015063,0.8459565051804886
RGz,0.014029772629011736,8.247127576753853,2.871781255032119,2.3794675813140382,2.071618699875781,0.7747001159769145
RGe,-0.11507416512089526,12.156054999082995,3.4865534556468507,2.8183147721999546,0.47394976078356493,0.5529446341892388
RKz,1.6317897624781177,71.99013622257823,8.484700125671987,7.213160110463133,4.257339230166305,0.8434219464399381
RKe,0.15244637864642982,37.53577543289335,6.126644712474631,5.189671420793766,1.1075128538442858,0.6428117359122131
